#mpa_vJun23_CHOCOPhlAnSGB_202403
clade_name	ExtractionBlank_S77_R1_cat_kneaddata	Serife-CON1_S49_R1_cat_kneaddata	Serife-CON2_S50_R1_cat_kneaddata	Serife-CON3_S51_R1_cat_kneaddata	Serife-CON4_S52_R1_cat_kneaddata	Serife-CON5_S53_R1_cat_kneaddata	Serife-CON6_S54_R1_cat_kneaddata	Serife-KD1_S69_R1_cat_kneaddata	Serife-KD2_S70_R1_cat_kneaddata	Serife-KD3_S71_R1_cat_kneaddata	Serife-KD4_S72_R1_cat_kneaddata	Serife-KD5_S73_R1_cat_kneaddata	Serife-KD6_S74_R1_cat_kneaddata	Serife-KD7_S75_R1_cat_kneaddata	Serife-KD8_S76_R1_cat_kneaddata	Serife-MMKD1_S61_R1_cat_kneaddata	Serife-MMKD2_S62_R1_cat_kneaddata	Serife-MMKD3_S63_R1_cat_kneaddata	Serife-MMKD4_S64_R1_cat_kneaddata	Serife-MMKD5_S65_R1_cat_kneaddata	Serife-MMKD6_S66_R1_cat_kneaddata	Serife-MMKD7_S67_R1_cat_kneaddata	Serife-MMKD8_S68_R1_cat_kneaddata	Serife-SCOP1_S55_R1_cat_kneaddata	Serife-SCOP2_S56_R1_cat_kneaddata	Serife-SCOP3_S57_R1_cat_kneaddata	Serife-SCOP4_S58_R1_cat_kneaddata	Serife-SCOP5_S59_R1_cat_kneaddata	Serife-SCOP6_S60_R1_cat_kneaddata
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__GGB4255|s__GGB4255_SGB53440|t__SGB53440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26198	0.63491	0.78065	0.18168	0.52741	0.4103	2.2418	0.40314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB9468|o__OFGB9468|f__FGB9468|g__GGB28307|s__GGB28307_SGB40877|t__SGB40877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22305	1.1934	0.19749	0.48698	3.34478	0.4467	0.12662	0.33235	0.0	0.00939	0.0	0.0	0.0	0.0	0.0	0.03888	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9819|s__GGB9819_SGB15460|t__SGB15460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19085	0.15613	0.32332	0.11532	0.29487	0.14367	0.22233	0.21716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_hominis|t__SGB4721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11441	0.16923	0.5673	0.30456	0.30172	0.4507	0.20368	0.23211	6.76038	8.02388	19.38001	2.58779	2.57001	0.99392	1.55628	15.33781	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__SGB4046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1132	0.05815	0.25299	0.29167	0.18939	0.21587	0.05752	0.11099	3.30452	4.65062	6.21039	2.0907	0.77705	0.38927	3.12174	2.68789	0.0	0.0	0.01533	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium|t__SGB4047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07784	0.00859	0.0	0.6329	0.89593	1.52522	0.0	0.45019	0.46471	0.20596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27782|s__GGB27782_SGB40196|t__SGB40196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0601	0.08424	0.0	0.03275	0.0201	0.04454	0.0	0.06518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26811
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB17279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0593	0.0324	0.0	0.16088	0.24303	0.14335	0.0	0.04671	0.07019	0.01405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_caecimuris|t__SGB4862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05212	0.00115	0.5578	0.10228	0.05082	0.08015	0.90622	0.04013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans|t__SGB15271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04703	0.11927	0.1934	0.14563	0.07581	0.1585	0.50572	0.10823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07819	0.0	0.16381	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB79342|s__GGB79342_SGB106059|t__SGB106059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04076	0.06259	0.14457	0.06278	0.10316	0.04521	0.11101	0.0488	0.05044	0.19643	0.0	0.04448	0.00937	0.0	0.06357	0.07223	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__SGB1877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04034	0.0	0.208	0.01168	0.41088	0.45989	0.26135	0.7432	0.0	0.0	0.0	0.01641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus|t__SGB7044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03701	0.01101	0.0	0.091	0.16339	0.14574	0.0	0.01386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_caecimuris|t__SGB4041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03455	0.02643	0.0	0.10689	0.00998	0.01115	0.04823	0.00963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__SGB9262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02758	0.33922	0.2947	2.26578	0.32435	1.84328	0.66298	2.54215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus|t__SGB15140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02368	0.00978	0.16761	0.07612	0.04448	0.14753	0.51065	0.17112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum|s__Allobaculum_sp_539|t__SGB42252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02365	0.07346	0.43759	2.71402	1.91008	3.93287	0.62762	1.82404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9370|s__GGB9370_SGB14351|t__SGB14351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02017	0.0	0.0155	0.03168	0.06994	0.02671	0.01011	0.01794	0.86944	0.25562	0.05704	1.16419	0.0	0.3614	0.34616	0.09639	0.0	0.17542	0.63827	0.0	0.13641	0.00344
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum|t__SGB4699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01696	0.0831	0.24312	0.09324	0.26643	0.12175	0.17109	0.15383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_antri|t__SGB7092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00915	0.0	0.0	0.00187	0.07334	0.11567	0.0	0.00709	0.0	0.0	0.0	0.02038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.05374	0.10395	0.0347	0.01683	0.64414	0.09917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.05374	0.10395	0.0347	0.01683	0.64414	0.09917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24959	2.53758	0.11953	0.23599	0.11907	0.37127	0.07519	7.89245	3.08548	7.97462	3.77949	0.58087	0.15887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10511	0.13331	0.0	0.07995	0.0	0.025	0.01407	1.61393	1.11895	0.25009	1.65278	0.03625	0.79181	0.82506	0.50206	0.0	0.0	0.0	0.0	0.0	0.3842
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB29472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09556	0.20221	2.61251	1.60755	2.77052	0.24154	2.31629	0.98266	0.53977	0.05652	0.05856	0.0	0.45794	1.09619	1.35931	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03597	0.30249	0.10845	0.07052	0.08353	0.10966	0.21312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05319
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.05374	0.10395	0.0347	0.00353	0.64414	0.09917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3441|s__GGB3441_SGB4591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24959	2.53758	0.11953	0.23599	0.11907	0.37127	0.07519	7.89245	3.08548	7.97462	3.77949	0.58087	0.15887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB29472|s__GGB29472_SGB42251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09556	0.20221	2.61251	1.60755	2.77052	0.24154	2.31629	0.98266	0.53977	0.05652	0.05856	0.0	0.45794	1.09619	1.35931	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07446	0.08078	0.0	0.05216	0.0	0.01554	0.01342	1.15471	0.87229	0.25009	1.15523	0.03625	0.68349	0.62709	0.39784	0.0	0.0	0.0	0.0	0.0	0.04839
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03597	0.30249	0.10845	0.07052	0.08353	0.10966	0.21312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00944
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03065	0.05253	0.0	0.02779	0.0	0.00946	0.00065	0.45922	0.24665	0.0	0.49755	0.0	0.10832	0.19798	0.10422	0.0	0.0	0.0	0.0	0.0	0.33581
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldenensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0763	0.01151	0.10757	0.14763	0.43375	0.14527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.05374	0.10395	0.0347	0.00353	0.64414	0.09917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3441|s__GGB3441_SGB4591|t__SGB4591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24959	2.53758	0.11953	0.23599	0.11907	0.37127	0.07519	7.89245	3.08548	7.97462	3.77949	0.58087	0.15887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB29472|s__GGB29472_SGB42251|t__SGB42251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09556	0.20221	2.61251	1.60755	2.77052	0.24154	2.31629	0.98266	0.53977	0.05652	0.05856	0.0	0.45794	1.09619	1.35931	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07446	0.08078	0.0	0.05216	0.0	0.01554	0.01342	1.15471	0.87229	0.25009	1.15523	0.03625	0.68349	0.62709	0.39784	0.0	0.0	0.0	0.0	0.0	0.04839
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__SGB14963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03597	0.30249	0.10845	0.07052	0.08353	0.10966	0.21312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris|t__SGB7984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03065	0.05253	0.0	0.02779	0.0	0.00946	0.00065	0.45922	0.24665	0.0	0.49755	0.0	0.10832	0.19798	0.10422	0.0	0.0	0.0	0.0	0.0	0.33581
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldenensis|t__SGB4762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0763	0.01151	0.10757	0.14763	0.43375	0.14527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__SGB10068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.05374	0.10395	0.0347	0.00353	0.64414	0.09917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04755	0.12028	0.01724	0.01475	0.03504	0.00848	0.00838	0.0	0.08991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99783	0.0	0.21675	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04755	0.12028	0.01724	0.01475	0.03504	0.00848	0.00838	0.0	0.08991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99783	0.0	0.21675	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04755	0.12028	0.01724	0.01475	0.03504	0.00848	0.00838	0.0	0.08991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99783	0.0	0.21675	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25529	0.0	0.02281	0.0	2.25858	0.15909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00156	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1406	0.0	0.00021	0.0	0.00045	0.0057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08174	0.03651	0.20218	0.58207	0.0	0.31362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB3680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04173	0.12028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02471	0.0	0.0064	0.0	0.01839	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01679	0.02417	0.0	0.00339	0.01538	0.01245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00582	0.0	0.01724	0.01475	0.03504	0.00848	0.00838	0.0	0.08991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99783	0.0	0.21675	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB33657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00377	0.00614	0.00934	0.00649	0.0	0.00538	0.13719	0.08308	0.0	0.03435	0.0	0.023	0.00809	0.02144	0.0	0.0	0.02598	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25529	0.0	0.02281	0.0	2.25858	0.15909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter|s__Luxibacter_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1406	0.0	0.00021	0.0	0.00045	0.0057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08174	0.03651	0.20218	0.58207	0.0	0.31362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB3680|s__GGB3680_SGB4994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04173	0.12028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03833	0.00329	0.0	0.0	0.00691	0.0	0.14476	0.0	0.0	0.0	0.30491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster|s__Diplocloster_agilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02471	0.0	0.0064	0.0	0.01839	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01679	0.02417	0.0	0.00339	0.01538	0.01245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01409	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_unclassified_SGB47660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00582	0.0	0.01724	0.01475	0.03504	0.00848	0.00838	0.0	0.08991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99783	0.0	0.21675	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB33657|s__GGB33657_SGB47663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00377	0.00614	0.00934	0.00649	0.0	0.00538	0.11875	0.08308	0.0	0.03435	0.0	0.023	0.00809	0.02144	0.0	0.0	0.02598	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus|t__SGB4584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25529	0.0	0.02281	0.0	2.25858	0.15909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter|s__Luxibacter_massiliensis|t__SGB4592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1406	0.0	0.00021	0.0	0.00045	0.0057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis|t__SGB4588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08174	0.03651	0.20218	0.58207	0.0	0.31362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB3680|s__GGB3680_SGB4994|t__SGB4994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04173	0.12028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens|t__SGB4630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03833	0.00329	0.0	0.0	0.00691	0.0	0.14476	0.0	0.0	0.0	0.30491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
